month,portal,school,embeds,maps-created,page-views,bytes-out,deleted-created-ratio,rows-loaded-total,rows-loaded-total-lag,rows-accessed-total,rows-accessed-total-lag,rows-loaded-api,rows-loaded-api-lag,rows-loaded-print,rows-accessed-website,rows-loaded-download,rows-accessed-api,rows-accessed-api-lag,rows-loaded-website,rows-accessed-rss,rows-deleted,maps-deleted,filters-created,rows-loaded-widget,rows-accessed-widget,users-created,datasets-created,rows-accessed-download,datasets-deleted,view-loaded,rows-accessed-print,rows-loaded-rss,bytes-in,filters-deleted,rows-created,disk-usage,geocoding-requests,charts-deleted,charts-created,comments,app-token-created,shares
1,data.austintexas.gov,0,10,8,8239,3616518374,0.140699245,2774114,,1852,,69017,,53482,11164,2577366,66,,3878023,1590,554990,2,9,4985,114,13,6,179,3,1011,17,74249,51040632,4,3944513,2055118848,,,,,,
2,data.austintexas.gov,0,13,8,17170,9105790413,0.176921939,4527789,,819,,27575,,75760,17332,4411618,229,,286332,335,1425505,10,32,3658,115,12,33,238,16,1625,17,12836,75539407,29,8057254,3833643008,1041,2,3,2,,
3,data.austintexas.gov,0,34,1,9799,7321710021,0.02183661,8914040,2774114,1430,1852,269520,69017,80405,19685,8530282,160,66,276831,855,23268,1,6,4921,250,15,19,374,11,1949,41,33833,117549570,1,1065550,5033361408,3583,2,3,,1,
4,data.austintexas.gov,0,33,14,6358,9797494581,0.043752979,16911238,4527789,4916,819,5181162,27575,880656,15698,10832666,3964,229,394932,433,345640,13,15,8150,625,16,37,468,25,5482,51,16754,72321526,13,7899805,5083119616,9152,8,8,2,1,2
5,data.austintexas.gov,0,97,26,5706,12109063281,0.515348939,25029195,8914040,1183,1430,2409080,269520,202648,15738,22405101,197,160,261512,302,16086613,22,41,21433,1627,8,113,627,108,1828,57,12366,93041862,34,31214992,5172428800,7870,25,25,,,2
6,data.austintexas.gov,0,136,88,6073,21615725390,0.479994014,12635794,16911238,1629,4916,517267,5181162,762514,24292,11338306,534,3964,367470,390,29862217,88,67,22328,1360,4,193,582,190,2040,123,17707,97655760,63,62213728,5242047457,8380,39,39,,,
7,data.austintexas.gov,0,139,143,5896,38949949096,0.477999687,22528415,25029195,2042,1183,4216120,2409080,1063564,45564,17229385,878,197,429158,432,47159919,142,116,29253,2387,4,314,606,295,2259,126,19346,187400034,110,98660983,5667130337,9128,64,64,3,2,4
8,data.austintexas.gov,0,243,133,24977,43000985017,0.490566036,37027754,12635794,2914,1629,1456839,517267,651720,45458,34908190,1837,534,541486,256,49218200,131,104,46236,3559,15,371,746,306,2966,75,11005,180711617,103,100329408,5671988193,12102,63,63,,1,4
9,data.austintexas.gov,0,610,163,33916,41120030775,0.505011767,29909026,22528415,2909,2042,1415589,4216120,566229,41690,27914581,1432,878,518420,301,50313982,161,184,36996,2155,10,401,1099,351,3493,77,12627,257247553,171,99629326,6056877901,165679,63,67,,,4
10,data.austintexas.gov,0,603,142,8750,46999992851,0.506767926,41307456,37027754,2472,2914,994476,1456839,183950,42323,40113022,1062,1837,589643,356,54583651,141,174,55785,5336,8,352,979,346,3157,75,16008,179417558,171,107709364,5944139597,14079,63,63,2,,5
11,data.austintexas.gov,0,1583,260,23712,48825221207,0.503269424,19005873,29909026,5057,2909,1107462,1415589,305322,46661,17554632,2935,1432,602910,885,56817582,258,163,78418,3201,12,333,1124,327,6285,113,38457,114463520,160,112896948,5994987341,8417,69,70,6,,
12,data.austintexas.gov,0,683,305,13850,1.06E+11,0.511645144,25642627,41307456,3588,2472,1966598,994476,464952,32887,23182881,1470,1062,463142,671,55649917,302,252,46448,2225,8,391,1287,381,3781,160,28196,112458826,249,108766628,6149422925,10788,71,71,2,,
13,data.austintexas.gov,0,849,364,12741,73129306085,0.457090849,30937586,19005873,2566,5057,2646601,1107462,590208,46369,27670296,438,2935,604392,725,44323750,364,221,81150,5842,10,374,1187,370,3609,216,30481,141557591,219,96969235,6030196557,12045,69,69,,1,1
14,data.austintexas.gov,0,1055,271,15367,65433457444,0.538836927,29809802,25642627,2141,3588,754076,1966598,423951,37470,28600153,330,1470,493945,729,41082747,270,207,70968,3348,10,326,932,306,4119,150,31622,114942399,201,76243377,6877945677,9802,55,55,,,
15,data.austintexas.gov,0,1678,306,17721,67379599723,0.479969456,27943369,30937586,1784,2566,930497,2646601,496460,45572,26495283,535,438,589204,493,43633095,303,245,117798,12426,20,332,562,324,5441,194,21129,162378771,238,90908066,6894657357,8406,70,70,,2,10
16,data.austintexas.gov,0,1879,308,17760,54617586472,0.499034241,26967496,29809802,1211,2141,606834,754076,385282,42876,25958791,115,330,590518,384,46377050,304,422,100289,5046,18,414,565,398,5310,147,16589,142758068,416,92933603,7753206039,12404,66,66,,1,11
17,data.austintexas.gov,0,2549,325,18349,52227358010,0.490284861,24873893,27943369,1437,1784,682046,930497,392777,54267,23788799,522,535,642790,245,48018184,316,292,128552,6593,18,355,531,337,6345,139,10271,173932258,289,97939357,7892107232,11949,75,77,,,15
18,data.austintexas.gov,0,6594,235,25325,37851609343,0.512863214,16893386,26967496,5837,1211,1399185,606834,223541,51332,15263810,5169,115,756830,172,39111338,232,321,154620,11911,16,284,417,253,10940,79,6850,189354611,318,76260759,8164532192,9762,57,61,,1,14
19,data.austintexas.gov,0,4047,120,28696,29839239155,0.495424117,31843300,24873893,33970,1437,4496715,682046,589521,118284,26750376,32851,522,1418877,164,20200365,114,490,254510,16546,39,199,776,160,10065,179,6688,377188084,475,40773883,10208878560,12681,29,34,,5,15
20,data.austintexas.gov,0,3683,334,20685,38333933156,0.470340081,31782121,16893386,162507,5837,1110528,1399185,554402,51194,30105004,161059,5169,695489,332,46470940,330,540,158046,9062,29,394,910,380,8381,206,12187,192380186,537,98802849,10524983264,16571,86,100,3,,21
21,data.austintexas.gov,0,6146,337,23032,45560861677,0.466123484,35171665,31843300,203064,33970,2343018,4496715,460601,44806,32362237,201894,32851,633619,133,45022239,335,517,217785,15995,23,370,896,324,10157,141,5809,227384615,513,96588652,10668143239,9058,79,89,3,1,46
22,data.austintexas.gov,0,5259,325,23298,32154513130,0.470695628,31354817,31782121,9569,162507,3520064,1110528,466236,54873,27364080,8338,161059,794673,102,48489250,324,622,188399,11024,81,457,993,420,9370,136,4437,261785721,609,103016147,10706629255,9327,113,116,,,12
23,data.austintexas.gov,0,4244,268,19653,33715597178,0.484009479,29363715,35171665,4960,203064,2552301,2343018,436221,51199,26371870,3978,201894,697440,80,43775550,265,228,166075,12072,66,400,772,361,8133,130,3323,210806890,223,90443580,10796954247,9230,95,108,,,23
24,data.austintexas.gov,0,4611,327,18217,51304984899,0.473107143,30278663,31354817,6955,9569,4160335,3520064,454554,48051,25654489,5566,8338,923508,269,52535156,325,382,190277,12099,9,418,953,387,8567,167,9285,216454460,376,111042830,12365738631,112173,145,149,1,,1
25,data.austintexas.gov,0,7984,473,41854,39032019394,0.485246543,13764843,29363715,4477,4960,929001,2552301,409191,80054,12416283,2766,3978,1184549,339,43070077,466,434,950893,33651,14,440,1195,407,14721,177,10368,730968045,423,88759163,14573072158,12588,159,165,,,5
26,data.austintexas.gov,0,6301,730,42172,37812136370,0.506910093,46439570,30278663,5347,6955,1145877,4160335,350287,107640,44936387,3234,5566,1452900,201,41083701,728,1047,314344,16178,16,461,1788,432,13139,124,7019,448341212,1032,81047313,12851647492,9162,202,211,1,,3
27,data.austintexas.gov,0,4979,601,54522,41566921249,0.482999563,31651355,13764843,6307,4477,2435343,929001,385711,78311,28820361,4425,2766,1154586,277,49147152,598,1083,276778,14601,19,499,1453,467,10871,152,9940,321846221,1076,101754030,12736885764,11048,223,231,,5,21
28,data.austintexas.gov,0,6278,739,61023,38634966767,0.498616324,45690394,46439570,6828,5347,2663716,1145877,289112,53832,42721888,4801,3234,862970,453,44852832,702,959,400567,20182,15,458,1448,438,11397,126,15678,316629089,956,89954600,13050459140,9380,198,202,,1,15
29,data.austintexas.gov,0,7931,570,58368,34512861581,0.510826692,49152792,31651355,7652,6307,4779614,2435343,414972,50328,43929881,4978,4425,805696,803,53596855,568,1101,399535,20485,12,541,1760,489,14028,111,28325,299312362,1089,104921798,12153992196,26086,222,232,,1,46
30,data.austintexas.gov,0,7633,813,52204,43484804576,0.480186011,54247312,45690394,10167,6828,10172492,2663716,477499,56163,43576043,6843,4801,949076,605,49643844,807,1291,398612,21704,12,582,2572,498,13447,147,21278,337515205,1284,103384611,12195030411,29531,250,264,4,3,8
31,data.austintexas.gov,0,8827,459,59221,36759989734,0.484578462,39956152,49152792,7742,7652,6998471,4779614,344851,108560,32590879,5566,4978,2080260,669,54330392,453,887,620341,30007,26,472,1387,443,19047,120,21951,712425125,875,112118875,12498732427,11445,246,246,5,1,2
32,data.austintexas.gov,0,7906,418,65487,31967234231,0.490521313,42813444,54247312,5950,10167,3991095,10172492,214065,68574,38563660,3117,6843,1135724,1161,48503778,416,318,487251,24156,10,413,1563,414,19507,109,44624,432652531,316,98882101,17640719755,90781,227,224,2,1,16
33,data.austintexas.gov,0,7186,398,51849,33822107675,0.506855051,73778651,39956152,3987,7742,2852395,6998471,102128,63640,70796648,2360,5566,1169491,736,48404965,393,284,466827,22256,8,384,844,370,13384,47,27480,363161761,283,95500607,17622377867,10690,218,221,1,,17
34,data.austintexas.gov,0,9223,477,53931,44645799374,0.490139147,47693673,42813444,4639,5950,7889333,3991095,122753,73123,39665813,3266,3117,1310812,467,52881065,468,456,502688,28415,20,608,860,434,16287,46,15774,449706555,375,107889903,19224446347,15023,234,273,1,2,9
35,data.austintexas.gov,0,12405,379,59560,68794436973,0.518183073,166022371,73778651,5179,3987,3002232,2852395,219851,96732,162783411,2878,2360,1637076,485,51330226,376,909,1214539,47827,22,452,1742,415,20120,74,16877,622971462,900,99058091,18247378315,30307,243,244,,1,19
36,data.austintexas.gov,0,10284,404,94344,1.52E+11,0.506369119,735226959,47693673,76981,4639,96316678,,284946,92869,638598854,73667,3266,1596471,746,54254704,404,1101,592956,31657,19,481,2446,476,18888,122,26481,540272104,1097,107144575,20699227531,10677,233,241,1,,11
1,data.cityofnewyork.us,0,4295,5,70070,4.86E+11,0.819358824,300887142,,21790,,21407260,,6467208,55347,272846461,11317,,8525889,3923,96306040,1,26,275856,4354,32,50,5708,34,20969,842,166213,2474241399,9,117538296,34808253926,205,,,2,3,
2,data.cityofnewyork.us,0,5643,112,88641,7.69E+11,0.818234428,769812012,,525817,,640363769,,6221355,42908,123136095,518515,,911888,1941,58085841,109,748,125302,2576,27,36,4661,18,17996,700,90793,2452918319,742,70989241,29976584244,1,18,18,3,1,
3,data.cityofnewyork.us,0,2985,169,113656,1.70E+12,0.960801701,1099324173,300887142,704079,21790,862803479,21407260,2945463,56973,233458325,695094,11317,1076711,2912,101877024,166,1424,45477,1532,49,76,5179,42,20066,894,116906,1435326870,1402,106033351,30179614772,,27,27,19,2,
4,data.cityofnewyork.us,0,2963,231,41491,1.36E+12,0.988692116,299358138,769812012,187010,525817,212143117,640363769,2244704,40392,84440186,171683,518515,765116,10947,111436573,221,1659,81727,3069,45,95,3895,77,15134,485,530131,347653757,1656,112711097,27315772909,,28,28,2,,
5,data.cityofnewyork.us,0,2009,247,43450,1.47E+12,0.975052399,165499161,1099324173,48886,704079,57446173,862803479,2180701,45466,105618869,38593,695094,864040,5556,118833420,244,2062,54880,1805,33,129,4175,108,15978,562,253418,371871175,2017,121873881,27713297901,96,30,30,2,2,
6,data.cityofnewyork.us,0,1651,367,39606,1.73E+12,0.987977319,101366206,299358138,74921,187010,39351530,212143117,2212640,70775,59639915,63373,171683,972591,3666,122554515,363,2836,63246,2983,31,128,7454,97,14846,428,162121,684565211,2826,124045879,28122594797,8441,30,31,3,,
7,data.cityofnewyork.us,0,1497,487,36713,1.24E+12,0.988614885,147126668,165499161,56342,48886,26660110,57446173,1734459,62827,118559436,47102,38593,917610,3978,126508428,476,3536,60293,2595,44,108,4926,105,14096,336,172663,696755707,3523,127965328,28843543502,,34,34,6,1,1
8,data.cityofnewyork.us,0,1699,385,160467,1.83E+12,0.988852562,163056508,101366206,63618,74921,24338625,39351530,2101727,50724,136434322,50892,63373,920603,4381,121720420,386,3050,50813,2369,28,151,7845,123,13909,500,181834,472444845,3058,123092587,28956019662,6408,27,28,7,,4
9,data.cityofnewyork.us,0,2023,561,328985,2.01E+12,0.950821827,210267856,147126668,72808,56342,35543065,26660110,1755012,84781,172749472,60046,47102,1814377,5059,117331809,538,4151,77568,3505,56,172,7099,122,24505,604,220307,748026359,4093,123400416,30086761518,63,26,26,9,,2
10,data.cityofnewyork.us,0,2869,874,89852,2.53E+12,0.949336075,143895131,163056508,60836,63618,22574851,24338625,890565,104846,120168148,47447,50892,2007880,5955,163890849,851,5657,83640,3491,59,168,7035,150,29785,399,261567,726901384,5634,172637334,30812425262,14,31,31,3,1,
11,data.cityofnewyork.us,0,2385,1268,159756,2.65E+12,0.902755267,292372881,210267856,63580,72808,35531866,35543065,1661785,121821,254879759,43077,60046,2420542,6780,180687532,1208,7185,87264,3592,56,223,12952,181,32027,771,299471,710839560,6955,200151180,31658223345,24,35,35,3,2,3
12,data.cityofnewyork.us,0,6841,1185,89239,3.19E+12,0.889489791,245625684,143895131,72959,60836,30308883,22574851,1615096,74779,213291088,47591,47447,1444782,9069,209322333,1132,7129,73613,3100,45,406,15586,249,27715,713,410617,509174506,6912,235328539,34538557434,,30,31,,,
13,data.cityofnewyork.us,0,2674,1203,78322,2.40E+12,0.921890992,159246386,292372881,88063,63580,35793243,35531866,2154452,76938,120937959,64967,43077,1317194,7846,252394512,1167,7385,72044,2807,61,382,14230,225,22348,1020,360732,553922398,7361,273779128,36177576789,27,30,30,4,,
14,data.cityofnewyork.us,0,2416,1353,115491,2.74E+12,0.949256819,157151931,245625684,72284,72959,21607270,30308883,2086948,160109,133086826,51350,47591,1742260,8445,241469380,1316,7202,80577,3985,96,954,11574,472,27795,915,370887,1486794510,7160,254377293,36597875541,21,28,27,4,6,
15,data.cityofnewyork.us,0,3484,1549,147378,5.11E+12,0.924275675,225672810,159246386,140335,88063,39715016,35793243,3199998,133620,182523203,118622,64967,2121827,5563,299467818,1513,8509,123163,5245,110,618,14700,346,39270,1450,234593,882775998,8471,324002704,37125276501,1613,29,29,9,2,
16,data.cityofnewyork.us,0,3062,1729,151939,4.78E+12,0.893985462,385632507,157151931,78522,72284,13145439,21607270,3991217,138229,368286843,52293,51350,2069957,4845,357254144,1707,10733,143132,6412,101,889,19720,483,34774,1664,209008,936447124,10632,399619635,39746262975,,32,33,16,3,6
17,data.cityofnewyork.us,0,2951,1324,143141,3.10E+12,0.858152782,279073000,225672810,78353,140335,11578931,39715016,3633205,120676,263699646,56432,118622,1916004,3709,405863201,1307,9271,132621,5915,271,692,16643,551,32318,1569,161218,845672359,9245,472949817,44160384255,,23,24,3,1,3
18,data.cityofnewyork.us,0,4292,197,145190,1.16E+12,0.741774094,640743632,385632507,305018,78522,14115458,13145439,3054522,169557,623433372,277745,52293,2623737,3195,192328443,162,960,233550,12248,3495,1146,22565,549,37662,1513,140280,1073132986,913,259281693,92746254668,,7,13,2,3,
19,data.cityofnewyork.us,0,3223,22,214072,1.42E+12,0.868024889,574845531,279073000,1694624,78353,59293343,11578931,3461322,168374,511846584,1662138,56432,2482170,5462,181777427,2,514,206433,10898,1109,550,25405,422,34074,1619,244282,1313908832,488,209414994,96188434764,,,,9,3,13
20,data.cityofnewyork.us,0,3253,19,143329,1.85E+12,0.733406562,649447465,640743632,1543080,305018,75502487,14115458,3354154,163198,570167844,1508883,277745,2715635,9797,272099231,3,520,205029,10384,405,432,22504,344,39785,1896,422980,1483089439,472,371007358,1.31E+11,,33,35,8,2,18
21,data.cityofnewyork.us,0,2720,59,396849,1.29E+12,0.525926875,741383504,574845531,298091,1694624,21111125,59293343,4773387,273061,715269881,251497,1662138,3116818,5146,107565961,2,168,207766,10970,2036,421,39286,389,44789,2162,229111,2686803622,97,204526458,2.43E+11,,4,4,9,,2
22,data.cityofnewyork.us,0,2936,60,3958014,8.79E+11,0.47744971,1089662581,649447465,1511322,1543080,79663359,75502487,4721096,405834,1005013728,1474987,1508883,4326748,5856,90505539,3,193,167743,9438,624,371,28372,299,53849,2107,264398,5168326809,67,189560360,2.43E+11,,,,19,5,13
23,data.cityofnewyork.us,0,3651,44,5473705,9.39E+11,0.824857297,1314257360,741383504,5460269,298091,218733087,21111125,4167319,424170,1091171050,5429704,251497,4770681,4295,96471247,12,166,339347,18177,350,547,24297,398,53904,1973,185904,10569219229,88,116955075,2.63E+11,,,5,13,36,14
24,data.cityofnewyork.us,0,2885,33,6842603,1.55E+12,0.906026617,2059648304,1089662581,6272217,1511322,743828405,79663359,95495065,519154,1220151035,6200286,1474987,6140696,3973,104318484,,161,345214,26792,170,330,66108,300,41289,1850,173799,10670119125,119,115138432,2.74E+11,,,4,12,2,5
25,data.cityofnewyork.us,0,3417,21,3786398,2.63E+12,0.92258038,3097529380,1314257360,7721582,5460269,899622741,218733087,17512151,506476,2180235715,7680272,5429704,5617988,3670,144723984,,375,509731,48877,190,390,35873,360,42228,1767,158773,12115868163,321,156868699,2.84E+11,1322,1,3,8,5,1
26,data.cityofnewyork.us,0,3063,31,1911211,5.08E+12,0.921243049,11287782281,2059648304,6460943,6272217,697365200,743828405,4007322,456635,10586288359,6415316,6200286,4857606,2748,123415858,1,460,383177,32471,174,454,41219,358,43774,1660,121400,10866746265,389,133966664,2.89E+11,,9,20,30,2,
27,data.cityofnewyork.us,0,4726,38,3256192,8.42E+12,0.899548147,20109098935,3097529380,7857447,7721582,742708132,899622741,4972092,725616,19361209767,7785358,7680272,8069017,4874,146956287,3,753,519086,42930,243,463,65093,372,58630,2122,208944,14272710201,600,163366783,2.95E+11,804,26,30,11,5,
28,data.cityofnewyork.us,0,6521,133,642474,1.21E+13,0.897641406,24748834846,11287782281,6140830,6460943,736826367,697365200,5806065,656107,24005958253,6079701,6415316,7953923,5692,164904780,101,1735,686447,68551,225,515,53076,390,66929,2361,244161,11944211144,1542,183708972,3.02E+11,,45,46,16,6,17
29,data.cityofnewyork.us,0,7763,36,280360,1.09E+13,0.904973321,26805580981,20109098935,6828239,7857447,727145726,742708132,5863982,677312,26072154163,6756865,7785358,8157373,9769,180408798,7,1143,738324,64874,206,495,59354,406,67954,2251,417110,12294532231,1016,199352615,3.06E+11,,37,34,21,1,
30,data.cityofnewyork.us,0,5961,27,250982,8.30E+12,1.012165184,22277174029,24748834846,7449148,6140830,757969821,736826367,7632543,491038,21511267080,7382741,6079701,6518479,6997,209848418,1,1070,684832,61975,216,537,56482,422,55969,2928,304585,11968234453,1007,207326256,3.32E+11,51,26,26,46,2,12
31,data.cityofnewyork.us,0,11943,18,262298,6.80E+12,0.923068982,19461696328,26805580981,10548533,6828239,341579292,727145726,3905614,536491,19115938547,10492863,6756865,6718818,6143,208658777,1,1393,991572,72047,204,459,48156,377,61627,1371,272875,15318351018,1280,226048953,3.32E+11,1663,27,30,21,2,6
32,data.cityofnewyork.us,0,13625,12,284382,4.16E+12,0.888776619,10526934659,22277174029,7250899,7449148,398323179,757969821,2647185,491913,10125705831,7208123,7382741,5713250,5824,226759203,2,1578,1152137,77511,196,442,36056,384,54919,896,258464,9250484489,1492,255136328,3.48E+11,,28,28,6,2,2
33,data.cityofnewyork.us,0,7274,35,321548,7.10E+12,0.855267328,21041342240,19461696328,15137250,10548533,407636081,341579292,3101477,565262,20630412417,15080135,10492863,8580418,4340,240662376,2,1972,721087,68486,239,508,51789,425,60975,986,192265,9410241990,1800,281388483,3.49E+11,,34,131,9,1,6
34,data.cityofnewyork.us,0,7241,31,427858,2.10E+12,0.893542425,3222517181,10526934659,5072684,7250899,546246034,398323179,2950616,725941,2673179904,5041325,7208123,9269543,3146,272902274,73,2663,908475,84311,322,537,27227,558,80809,986,140627,10328526746,2527,305416135,3.60E+11,4033,43,62,61,4,
35,data.cityofnewyork.us,0,5698,66,365326,2.48E+12,0.902699579,4245326393,21041342240,5118923,15137250,477829330,407636081,3184871,634333,3764092021,5088657,15080135,8776861,4930,285430422,47,3275,963913,79773,320,483,24307,431,78579,1029,220171,9362258052,3097,316196472,3.67E+11,,89,102,26,19,1
36,data.cityofnewyork.us,0,6038,33,1701768,2.46E+12,0.868824342,4805938664,3222517181,11012906,5072684,713029532,546246034,3295334,570092,4089132659,10955948,5041325,8183622,10598,301510326,2,3681,887283,77575,248,453,45260,439,70980,1100,481139,8632490950,3543,347032549,3.74E+11,,119,140,14,3,1
1,data.hawaii.gov,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,data.hawaii.gov,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,data.hawaii.gov,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,data.hawaii.gov,0,,5,1290,455290518,0.451886269,,,,,,,,240,,,,7620,,68468,4,1,,,9,33,,27,100,,,663711,1,151516,0,102,1,4,,,
5,data.hawaii.gov,0,,3,4882,1574310154,0.437185293,230078,,88,,283,,,1451,229795,45,,36359,,172432,2,12,28,2,20,91,43,57,412,,,4788517,9,394414,185125739,19878,,2,1,,3
6,data.hawaii.gov,0,5,9,7948,1682471438,0.704976008,7176,,341,,4969,,210,5329,1959,332,,130085,1,279879,5,10,190,5,53,268,5,69,1293,3,38,31265982,2,397005,411110251,2861,23,54,,3,
7,data.hawaii.gov,0,94,9,11823,1754456231,0.529153346,10342,230078,302,88,8191,283,66,6011,2085,285,45,137813,,97324,6,12,8175,161,23,790,13,102,3148,4,,23389739,9,183924,540437355,11182,12,32,,2,7
8,data.hawaii.gov,0,10,17,17374,2829958400,0.459508624,9258,7176,267,341,7259,4969,,9293,1999,256,332,208917,,148277,7,29,2216,41,25,471,11,115,5405,,,42679225,25,322686,577137515,33820,10,25,,,9
9,data.hawaii.gov,0,,9,5811,1146071713,0.690062287,5214,10342,96,302,2610,8191,,3167,2604,87,285,63613,,215149,8,3,,,18,74,9,734,975,,,18339166,9,311782,438724283,40745,17,22,,,6
10,data.hawaii.gov,0,971,20,19758,4956560059,0.489084062,721785,9258,536,267,16484,7259,100530,22072,604571,228,256,349248,4,240511,14,56,81754,5508,36,52,206,19,3877,98,200,153385153,25,491758,746784443,80269,11,18,1,1,1
11,data.hawaii.gov,0,1358,66,14152,5129722483,0.264206596,2507877,5214,1831,96,22418,2610,341518,18593,2141408,848,87,253731,58,342170,63,280,122682,8583,17,162,660,69,4009,265,2533,135503537,279,1295085,619364133,53627,54,107,1,1,
12,data.hawaii.gov,0,1731,30,12465,4355269612,0.449247728,2549178,721785,2042,536,60418,16484,283856,12980,2201679,1131,228,196565,70,237024,25,67,97233,6175,14,67,667,34,3739,174,3225,102479728,67,527602,623861541,36506,13,14,1,1,4
13,data.hawaii.gov,0,3925,,14984,3978719826,0.447615879,2432155,2507877,1786,1831,16359,22418,138897,14569,2268012,816,848,170903,232,80732,,80,212602,12292,12,84,645,52,6675,93,8887,251601896,71,180360,584924965,125,,,1,,52
14,data.hawaii.gov,0,3746,9,22503,6224875986,0.538114477,1991236,2549178,1279,2042,120016,60418,165474,25199,1705496,642,1131,419741,5,333116,7,160,139041,8894,22,106,551,77,7638,81,250,210107391,161,619043,594214693,66596,4,12,1,1,8
15,data.hawaii.gov,0,3874,8,13317,10888756408,1.019064532,6525837,2432155,6700,1786,5079934,16359,211232,18204,1233361,5367,816,273617,37,329380,6,99,149521,7834,22,29,1192,28,5742,104,1310,157095709,97,323218,1181622053,,4,4,1,,4
16,data.hawaii.gov,0,4596,8,18646,6280942105,0.260396675,3508476,1991236,18989,1279,7847,120016,221345,19184,3277912,73,642,239754,46,186694,8,88,226903,11283,27,88,18750,52,7045,120,1372,164869687,81,716960,1079492389,68078,38,41,,1,1
17,data.hawaii.gov,0,5744,10,36134,8722573946,0.731075032,5211918,6525837,18298,6700,168735,5079934,222291,27462,4818517,251,5367,359282,67,604292,6,70,401955,25307,25,107,17874,63,9433,106,2375,273079378,66,826580,988167973,176,44,48,,1,12
18,data.hawaii.gov,0,9554,13,54299,6476454822,0.36354877,2289004,3508476,14491,18989,250054,7847,115264,26455,1923282,6866,73,356519,18,191672,11,48,477493,32956,15,79,7514,37,12769,93,404,297566876,37,527225,878313253,7355,11,26,,2,6
19,data.hawaii.gov,0,16397,8,47326,11653901156,0.359997979,6030509,5211918,39068,18298,1053880,168735,173827,26897,4798756,21784,251,401729,106,962091,5,69,836783,51225,44,226,17038,114,20491,140,4046,420048185,76,2672490,878542629,91379,9,21,2,,20
20,data.hawaii.gov,0,14701,23,38545,8687249526,0.156315459,4941900,2289004,20850,14491,603094,250054,233647,34112,4099302,12208,6866,413375,164,143577,17,85,400631,35741,27,181,8318,107,18456,160,5857,332755592,64,918508,1872494373,56166,27,53,1,,4
21,data.hawaii.gov,0,7655,18,29149,5785536888,0.477176586,4302718,6030509,11118,39068,230991,1053880,466509,21197,3600561,1757,21784,301240,132,58206,15,68,249750,20433,21,89,8956,61,10554,273,4657,192361362,58,121980,1873551141,171,14,22,,,5
22,data.hawaii.gov,0,4728,24,27443,6285161323,0.129184655,4169279,4941900,10358,20850,298220,603094,289268,37943,3578465,1683,12208,570418,86,146950,23,160,296801,28350,75,147,8389,83,8631,200,3326,375241021,141,1137519,1885314853,128067,26,31,,,5
23,data.hawaii.gov,0,3663,86,34719,42266007352,0.427024783,6292549,4302718,13363,11118,761684,230991,469508,69030,5059520,4692,1757,728313,54,569944,82,363,225762,18529,86,339,8352,168,8373,265,1837,794255788,325,1334686,1862295333,122304,74,86,5,,14
24,data.hawaii.gov,0,3349,15,15497,51012624853,0.281808175,4979571,4169279,10742,10358,348352,298220,507947,28641,4119128,1984,1683,265495,103,235019,15,81,188967,16903,15,119,8378,51,5826,277,4144,270524958,84,833968,2032465069,51462,24,24,1,,25
25,data.hawaii.gov,0,5082,65,27097,78247631423,0.55089484,5454641,6292549,11168,13363,713205,761684,277013,45542,4461001,2578,4692,461086,88,2378413,65,339,236485,17225,8,250,8312,213,10054,190,3422,362072698,321,4317363,2276500947,142401,80,109,,1,18
26,data.hawaii.gov,0,5913,43,29868,66269161439,0.26167059,10277883,4979571,12336,10742,714166,348352,242340,54594,9315236,3267,1984,559166,167,2307893,48,357,324484,24573,8,237,8762,181,10733,140,6141,537948038,353,8819841,2743969235,54911,181,214,,,14
